Date,Account,Description,Category,Tags,Amount
12/11/2024,Credit Card 2637,Payment Thank You-mobile,Credit Card Payments,,1754.6
12/11/2024,Credit Card 4008,Mobile Payment - Thank You,Credit Card Payments,,324.43
12/11/2024,Checking 2637,Adp,Deposits,,2955.15
12/11/2024,Credit Card 2004,Mobile Payment - Thank You,Credit Card Payments,,2174.2
12/11/2024,Credit Card 1009,Mobile Payment - Thank You,Credit Card Payments,,490.15
12/11/2024,Checking 4690,American Express,Credit Card Payments,,-2174.2
12/11/2024,Checking 4690,American Express,Credit Card Payments,,-490.15
12/11/2024,Checking 4690,American Express,Credit Card Payments,,-324.43
12/11/2024,Checking 4690,F.y.e.,Entertainment,,1180.4
12/10/2024,Credit Card 2637,Colonial Parking,Travel,,-13
12/10/2024,Credit Card 2637,Dashpass,Restaurants,,-9.99
12/10/2024,Credit Card 2637,Loudoun County Public Schools,Education,,-35
12/10/2024,Credit Card 2637,Bates Trucking Co Inc.,Automotive,,-52.75
12/10/2024,Credit Card 2637,Wegmans,Groceries,,-233.15
12/10/2024,Checking 2300,Online Transfer To Person Two S Everyday Checking Xxxxxxxxx2628 Ref #ib0qk8wsqg On 12/10/24,Transfers,,-150
12/10/2024,Credit Card 2004,Target,General Merchandise,,-13.65
12/10/2024,Credit Card 2004,Sunoco,Gasoline/Fuel,,-3.46
12/10/2024,Credit Card 2004,Uber Eats,Restaurants,,-85.89
12/10/2024,Credit Card 2004,Amazon,General Merchandise,,-100
12/10/2024,Credit Card 2004,"Xx24 - Washington, Dreston Va",Other Expenses,,-121.02
12/10/2024,Credit Card 2004,E-zpass,Travel,,-140
12/10/2024,Checking 2628,Online Transfer To Person Two S Everyday Checking Xxxxxx0819 Ref #ib0qk8x8tb On 12/10/24,Transfers,,-150
12/10/2024,Checking 2628,Online Transfer From Person One Everyday Checking Xxxxxxxxx2300 Ref #ib0qk8wsqg On 12/10/24,Transfers,,150
12/10/2024,Checking 4690,Dominion Energy,Utilities,,-277.31
12/10/2024,Checking 4690,Srectrade,Paychecks/Salary,,63
12/10/2024,Brokerage IRA,Cvs - Cvs Health Corp,General Rebalance,,3798.85
12/10/2024,Brokerage IRA,Cvx - Chevron Corp New,Dividends Received (tax-advantaged),,96.17
12/10/2024,Brokerage IRA,Veev - Veeva Sys Inc-cl A,General Rebalance,,-3699.96
12/10/2024,Brokerage IRA,Xom - Exxon Mobil Corp,Dividends Received (tax-advantaged),,117.81
12/10/2024,Brokerage IRA,Tgt - Target Corp,Dividends Received (tax-advantaged),,29.12
12/10/2024,Brokerage IRA,Aep - American Elec Pwr Co Inc,Dividends Received (tax-advantaged),,70.68
12/10/2024,Brokerage IRA,Jnj - Johnson & Johnson,Dividends Received (tax-advantaged),,76.88
12/10/2024,Brokerage IRA,Lly - Eli Lilly & Co,Dividends Received (tax-advantaged),,20.8
12/9/2024,Credit Card 2637,Target,General Merchandise,,-64.73
12/9/2024,Credit Card 2637,Safeway,Groceries,,-6.05
12/9/2024,Credit Card 2637,Wendy's,Restaurants,,-13.05
12/9/2024,Credit Card 2004,Saks Fifth Avenue,Clothing/Shoes,,50
12/9/2024,Credit Card 2004,Microsoft*microsoft Msbill.info,Online Services,,-20
12/9/2024,Brokerage IND,Amgn - Amgen Inc,Dividends Received,,6.75
12/9/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,General Rebalance,,-4425.28
12/9/2024,Brokerage IRA,Iau - Ishares Gold Tr-ishares New,General Rebalance,,-753.59
12/9/2024,Brokerage IRA,Amgn - Amgen Inc,Dividends Received (tax-advantaged),,42.75
12/9/2024,Brokerage IRA,Ceg - Constellation Energy Corp,General Rebalance,,-1442.37
12/9/2024,Checking 4690,Zelle,Transfers,,-685
12/8/2024,Credit Card 4008,Spotify,Entertainment,,-11.99
12/8/2024,Credit Card 2004,Amazon Prime Video,Entertainment,,-3.99
12/7/2024,Credit Card 2004,Kobe Japanese Store,Restaurants,,-325.93
12/7/2024,Credit Card 2004,Cold Stone Creamery,Restaurants,,-30.63
12/7/2024,Credit Card 1009,Ocean Xx Xxx8708 Myrtle Beach Sc,Other Expenses,,-540.15
12/7/2024,Credit Card 4008,Tme*people Www.mags.com Ny,Entertainment,,-11.41
12/7/2024,Credit Card 2004,State Farm,Insurance,,-486.51
12/7/2024,Credit Card 2637,Uber,Travel,,-36.77
12/7/2024,Credit Card 2637,Uber,Travel,,-30.51
12/7/2024,Credit Card 2637,Uber,Travel,,-10
12/6/2024,Credit Card 2004,Courtyard,Travel,,-6.5
12/6/2024,Credit Card 2004,Tropical Smoothie Cafe,Restaurants,,-7.2
12/6/2024,Credit Card 2004,Amazon Marketplace,General Merchandise,,-12.7
12/6/2024,Credit Card 1009,Amex Flight Credit,Refunds & Reimbursements,,50
12/6/2024,Credit Card 2637,Michaels,Hobbies,,-75.23
12/6/2024,Credit Card 2637,Cold Stone Creamery,Restaurants,,-48.06
12/6/2024,Credit Card 2637,Target,General Merchandise,,-32.56
12/6/2024,Credit Card 2637,Sheetz,Groceries,,-40.01
12/6/2024,Credit Card 2637,Domino's Pizza,Restaurants,,-54.52
12/6/2024,Credit Card 2637,Sprouts Farmers Market,Groceries,,-64.85
12/6/2024,Brokerage IND,Lhx - L3harris Technologies Inc,Dividends Received,,6.96
12/6/2024,Brokerage IND,So - Southern Co,Dividends Received,,12.96
12/6/2024,Brokerage IRA,Fibk - First Intst Bancsystem Inc,General Rebalance,,1785.22
12/6/2024,Brokerage IRA,Shw - Sherwin Williams Co,Dividends Received (tax-advantaged),,22.88
12/6/2024,Brokerage IRA,Pgr - Progressive Corp,General Rebalance,,-4844.22
12/6/2024,Brokerage IRA,So - Southern Co,Dividends Received (tax-advantaged),,74.88
12/6/2024,Brokerage IRA,Schp - Schwab Strategic Tr-us Tips Etf,Dividends Received (tax-advantaged),,18.6
12/6/2024,Brokerage IRA,Hon - Honeywell Intl Inc,Dividends Received (tax-advantaged),,42.94
12/6/2024,Brokerage IRA,Lhx - L3harris Technologies Inc,Dividends Received (tax-advantaged),,27.84
12/5/2024,Credit Card 4008,Directv,Cable/Satellite,,-301.03
12/5/2024,Credit Card 2004,Uber Eats,Restaurants,,-85.98
12/5/2024,Credit Card 2004,Taco Bell,Restaurants,,-6.55
12/5/2024,Credit Card 2004,Amazon Prime Video,Entertainment,,-3.99
12/5/2024,Credit Card 2004,Virginia Department Of Alcoholic Beverage Control,Groceries,,-25.42
12/5/2024,Credit Card 2004,Clr*stretchzonex0372ashburn Va,Clothing/Shoes,,-109
12/5/2024,Credit Card 2004,Cvs Pharmacy,Healthcare/Medical,,-38.55
12/5/2024,Credit Card 2637,Safeway,Groceries,,-211.17
12/5/2024,Credit Card 2637,Royal Farms,Groceries,,-78.43
12/5/2024,Credit Card 2637,Royal Farms,Groceries,,-54.18
12/5/2024,Brokerage IRA,Ups - United Parcel Service Inc-cl B,Dividends Received (tax-advantaged),,107.58
12/5/2024,Brokerage IRA,Ebnd - Spdr Ser Tr-bloomberg Emergi,Dividends Received (tax-advantaged),,25.33
12/5/2024,Brokerage IRA,Shyg - Ishares Tr-0-5yr Hi Yl Cp,Dividends Received (tax-advantaged),,22.7
12/5/2024,Brokerage IRA,Usig - Ishares Tr-usd Inv Grde Etf,Dividends Received (tax-advantaged),,21.76
12/4/2024,Credit Card 2004,Amazon Prime Video,Entertainment,,-3.99
12/4/2024,Credit Card 2004,Walmart,Refunds & Reimbursements,,12.95
12/4/2024,Credit Card 4300,"Online Payment, Thank You",Credit Card Payments,,49.99
12/4/2024,Credit Card 4008,Mobile Payment - Thank You,Refunds & Reimbursements,,650.67
12/4/2024,Credit Card 2004,Springhill Suites,Travel,,-204.75
12/4/2024,Credit Card 2004,Walmart,General Merchandise,,-12.95
12/4/2024,Credit Card 2004,Mobile Payment - Thank You,Refunds & Reimbursements,,3423.64
12/4/2024,Credit Card 2637,Uber,Travel,,-48
12/4/2024,Credit Card 2637,Payment Thank You-mobile,Credit Card Payments,,7945.85
12/4/2024,Credit Card 5529,Payment Thank You-mobile,Credit Card Payments,,102.21
12/4/2024,Brokerage IRA,Vglt - Vanguard Scottsdale Fds-long Term Treas,Dividends Received (tax-advantaged),,17.01
12/4/2024,Brokerage IRA,Vgit - Vanguard Scottsdale Fds-inter Term Treas,Dividends Received (tax-advantaged),,24.53
12/4/2024,Brokerage IRA,Ora - Ormat Technologies Inc,Dividends Received (tax-advantaged),,3.36
12/4/2024,Brokerage IRA,Bsv - Vanguard Bd Index Fds-short Trm Bond,Dividends Received (tax-advantaged),,32.86
12/4/2024,Brokerage IRA,Bndx - Vanguard Charlotte Fds-total Int Bd Etf,Dividends Received (tax-advantaged),,8.45
12/3/2024,Credit Card 2004,Saks Fifth Avenue,Clothing/Shoes,,-169.55
12/3/2024,Credit Card 2004,The Home Depot,Home Improvement,,-682.96
12/3/2024,Credit Card 2637,Sq *easy Ride,Travel,,-50
12/3/2024,Credit Card 2637,Sp Restyhome,Clothing/Shoes,,-72.29
12/3/2024,Credit Card 2637,Doordash,Restaurants,,-55.34
12/3/2024,Credit Card 2637,Uber,Travel,,-244.99
12/3/2024,Credit Card 2637,Loudoun County Public Schools,Education,,-35
12/3/2024,Brokerage IRA,Bac - Bank America Corp,Securities Trades,,5293.9
12/3/2024,Checking 2637,Online Transfer From Person One Everyday Checking Xxxxxxxxx2300 Ref #ib0qgy8bwg On 12/03/24,Transfers,,40
12/3/2024,Checking 2300,Wells Fargo,Transfers,,-40
12/3/2024,Checking 2300,Zelle To Neda On 12/03 Ref #rp0y9n5wl9 House Cleaning,Home Maintenance,,-240
12/3/2024,Credit Card 2637,Uber,Travel,,-47.18
12/3/2024,Credit Card 2637,Uber,Travel,,-235.92
12/2/2024,Credit Card 2637,Sheetz,Groceries,,-45.71
12/2/2024,Credit Card 2637,United Airlines,Travel,,-8
12/2/2024,Credit Card 2637,Ua Inflight/inclub Credit,Refunds & Reimbursements,,2
12/2/2024,Checking 2637,American Express,Credit Card Payments,,-1095.1
12/2/2024,Checking 2637,American Express,Credit Card Payments,,-430.84
12/2/2024,Checking 2637,Zelle,Transfers,,-500
12/2/2024,Checking 2300,Online Transfer To Person Two S Everyday Checking Xxxxxxxxx2628 Ref #ib0qgk73kd On 12/02/24,Transfers,,-200
12/2/2024,Checking 2300,Zelle,Rent,,500
12/2/2024,Checking 2300,Zelle,Rent,,500
12/2/2024,Checking 2628,Online Transfer To Person Two S Everyday Checking Xxxxxx0819 Ref #ib0qgk769j On 12/02/24,Transfers,,-200
12/2/2024,Checking 2628,Online Transfer From Person One Everyday Checking Xxxxxxxxx2300 Ref #ib0qgk73kd On 12/02/24,Transfers,,200
12/2/2024,Checking 4690,Wells Fargo Home Mortgage,Mortgages,,-4189.75
12/2/2024,Credit Card 4008,Verizon,Telephone,,-291.71
12/2/2024,Credit Card 4008,Netflix,Entertainment,,-30.98
12/2/2024,Credit Card 2004,Marriott International,Travel,,-224.87
12/2/2024,Credit Card 2004,E-zpass,Travel,,-140
12/2/2024,Credit Card 2004,Tropical Smoothie Cafe,Restaurants,,-7.2
12/2/2024,Credit Card 2004,Wegmans,Groceries,,-107.12
12/2/2024,Brokerage 9091,Af Trgt Date 2030 R6 - Realizedgainloss,Transfers,,3.16
12/2/2024,Brokerage 9091,Af Trgt Date 2030 R6 - Fees,Service Charges/Fees,,-21.25
12/2/2024,Credit Card 2637,Costco,General Merchandise,,-280.99
12/2/2024,Credit Card 2637,Uber,Travel,,-58.86
12/2/2024,Brokerage IRA,Wtrg - Essential Utils Inc,Dividends Received (tax-advantaged),,50.78
12/2/2024,Brokerage IRA,Cop - Conocophillips,Dividends Received (tax-advantaged),,37.44
12/2/2024,Brokerage IRA,Pnw - Pinnacle West Cap Corp,Dividends Received (tax-advantaged),,51.91
12/2/2024,Brokerage IRA,Pfe - Pfizer Inc,Dividends Received (tax-advantaged),,131.04
12/1/2024,Mortgage 6184,Principal Pmt,Loans,,200
12/1/2024,Mortgage 6184,Payment,Loans,,3989.75
12/1/2024,Credit Card 2004,Amazon Prime Video,Entertainment,,-4.99
12/1/2024,Credit Card 2004,Life Time Fitness,Personal Care,,-193.73
12/1/2024,Credit Card 2637,United Xxxxxxxxx3882,Travel,,-428.94
12/1/2024,Credit Card 2637,United Xxxxxxxxx6231,Travel,,-419.47
12/1/2024,Credit Card 5529,Annual Membership Fee,Dues & Subscriptions,,-95
11/30/2024,Credit Card 2004,Houlihan's,Restaurants,,-108.52
11/30/2024,Credit Card 2637,Amazon Marketplace,General Merchandise,,-42.94
11/30/2024,Credit Card 2637,Uber,Travel,,-37.17
11/30/2024,Credit Card 2637,Safeway,Groceries,,-103.71
11/30/2024,Credit Card 4008,Keeps,Online Services,,-245
11/30/2024,Savings 0862,Interest Payment,Interest,,0.01
11/30/2024,Savings 1052,Interest Payment,Interest,,0.01
11/30/2024,Credit Card 7031,Mathway,Education,,-19.99
11/29/2024,Credit Card 2637,Target,General Merchandise,,-191.99
11/29/2024,Credit Card 2637,Wendy's,Restaurants,,-14.99
11/29/2024,Credit Card 2637,Exxonmobil,Gasoline/Fuel,,-70.75
11/29/2024,Checking 2637,Fandango,Entertainment,,-48.36
11/29/2024,Checking 2300,Recurring Transfer To Person Two S Way2save Savings Ref #op0qdys39k Xxxxxxxxx9667,Transfers,,-100
11/29/2024,Savings 9667,Recurring Transfer From Person One Everyday Checking Ref #op0qdys39k Xxxxxxxxx2300,Transfers,,100
11/29/2024,Credit Card 2004,Courtyard,Travel,,-133.38
11/29/2024,Checking 4690,Citibank,Credit Card Payments,,-194.4
11/29/2024,Brokerage IND,Usd - Us Dollars And Money Fund Sweeps,Investment Income,,2.65
11/29/2024,Brokerage IND,Sbux - Starbucks Corp,Dividends Received,,5.49
11/29/2024,Brokerage IRA,Usd - Us Dollars And Money Fund Sweeps,Investment Income,,21.73
11/29/2024,Brokerage IRA,Sbux - Starbucks Corp,Dividends Received (tax-advantaged),,65.27
11/29/2024,Brokerage 8440,Reinvestment Cash,Securities Trades,,-0.88
11/29/2024,Brokerage 8440,Interest Earned Cash,Investment Income,,0.88
11/29/2024,HSA 4750,Bought Fdic Insured Deposit Fdicx9359 Cash,Securities Trades,,0.16
11/29/2024,HSA 4750,Taxable Interest Fdic Insured Deposit Fdicx9359,Investment Income,,0.16
11/28/2024,Credit Card 2004,Apple,Electronics,,-0.99
11/27/2024,Credit Card 4300,"Online Payment, Thank You",Credit Card Payments,,194.4
11/27/2024,Credit Card 2004,The Cheesecake Factory,Restaurants,,-143.62
11/27/2024,Credit Card 2637,Tiktok,Entertainment,,-36.44
11/27/2024,Credit Card 2637,Amazon Marketplace,General Merchandise,,-30.07
11/27/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx1127 1osv03hwh Person One,Refunds & Reimbursements,,8528.07
11/27/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx1127 1osv03hxj Person One,Refunds & Reimbursements,,6353.37
11/27/2024,Brokerage IRA,Kvue - Kenvue Inc,Dividends Received (tax-advantaged),,45.31
11/27/2024,Brokerage IRA,Pool - Pool Corp,Dividends Received (tax-advantaged),,21.6
11/26/2024,Credit Card 2004,Wegmans,Groceries,,-90.79
11/26/2024,Credit Card 2637,Amazon Marketplace,General Merchandise,,-97.47
11/26/2024,Credit Card 2637,Wegmans,Groceries,,-18.9
11/26/2024,Credit Card 2637,Loudoun County Public Schools,Education,,-35
11/26/2024,Credit Card 2637,Wegmans,Groceries,,-333.91
11/26/2024,Credit Card 2637,Association Of Graduat,Online Services,,-380.46
11/26/2024,Credit Card 4008,Cooper's Hawk Winery & Restaurants,Restaurants,,-64.99
11/26/2024,Credit Card 2004,Westin Hotels & Resorts,Restaurants,,-132.21
11/25/2024,Credit Card 2637,Safeway,Groceries,,-158.64
11/25/2024,Credit Card 2004,Google *youtubepremi G.co/helppay# Ca,Entertainment,,-13.99
11/25/2024,Credit Card 2004,Dsw,Clothing/Shoes,,-89.02
11/25/2024,Credit Card 2004,Jerry's Seafood,Restaurants,,-152.19
11/25/2024,Credit Card 2004,Chef On Wheels Llc 0reston Va,Restaurants,,-5.18
11/25/2024,Checking 2300,Online Transfer To Person Two S Everyday Checking Xxxxxxxxx2628 Ref #ib0qcgpg3y On 11/23/24,Transfers,,-180
11/25/2024,Checking 2300,Zelle,Home Maintenance,,-100
11/25/2024,Checking 2628,Online Transfer To Person Two S Everyday Checking Xxxxxx0819 Ref #ib0qcgprst On 11/23/24,Transfers,,-180
11/25/2024,Checking 2628,Wells Fargo,Transfers,,180
11/25/2024,Brokerage IRA,Scco - Southern Copper Corp,Advisory Fee,,-59.5
11/25/2024,Brokerage IRA,Scco - Southern Copper Corp,Dividends Received (tax-advantaged),,59.5
11/25/2024,Brokerage IRA,Mas - Masco Corp,Dividends Received (tax-advantaged),,26.97
11/24/2024,Credit Card 2004,Springhill Suites,Travel,,-140.22
11/24/2024,Credit Card 2004,Tst* Field & Main 30marshall Va,Restaurants,,-184.71
11/24/2024,Credit Card 2004,Uber Eats,Restaurants,,-37.72
11/24/2024,Credit Card 2004,Uber Eats,Restaurants,,-64.72
11/24/2024,Credit Card 2637,Adobe,Online Services,,-19.99
11/24/2024,Credit Card 2637,E-zpass,Travel,,-35
11/24/2024,Credit Card 2637,Uber,Travel,,-151.58
11/23/2024,Credit Card 2004,Tropical Smoothie Cafe,Restaurants,,-24.14
11/23/2024,Credit Card 2637,Panda Express,Restaurants,,-46.65
11/23/2024,Credit Card 2637,Cc* Crumbl Leesburg,Restaurants,,-62
11/23/2024,Credit Card 2637,Eb *the Second Annual,Other Expenses,,-135.23
11/23/2024,Credit Card 2637,Audible,Hobbies,,-14.95
11/23/2024,Credit Card 2637,E-zpass,Travel,,-35
11/23/2024,Credit Card 2004,Rdv Vineyards,Groceries,,-375.64
11/23/2024,Credit Card 2004,Marriott International,Travel,,-164.98
11/22/2024,Credit Card 2637,Cvs Pharmacy,Healthcare/Medical,,-25.07
11/22/2024,Credit Card 2637,Amazon Marketplace,General Merchandise,,-39.25
11/22/2024,Credit Card 2637,Domino's Pizza,Restaurants,,-19.25
11/22/2024,Credit Card 2004,Microsoft,Online Services,,-19.99
11/22/2024,Credit Card 2004,Courtyard,Travel,,-7.37
11/22/2024,Credit Card 2004,E-zpass,Travel,,-140
11/22/2024,Credit Card 2004,Wegmans,Groceries,,-34.93
11/22/2024,Checking 2637,Adp,Deposits,,2668.92
11/22/2024,Checking 2300,Check,Checks,,-140
11/22/2024,Checking 2300,Online Transfer From Person One Everyday Checking Xxxxxx4690 Ref #ib0qcb3vvl On 11/22/24,Transfers,,500
11/22/2024,Checking 2300,State Of Maryland,Paychecks/Salary,,751.88
11/22/2024,Checking 4690,Wells Fargo,Transfers,,-500
11/22/2024,Checking 4690,Srectrade,Paychecks/Salary,,31.25
11/21/2024,Credit Card 2637,Chick-fil-a,Restaurants,,-39.26
11/21/2024,Credit Card 2637,Sheetz,Groceries,,-80.25
11/21/2024,Credit Card 2637,Wendy's,Restaurants,,-13.57
11/21/2024,Credit Card 4008,Linkedin,Dues & Subscriptions,,-29.99
11/21/2024,Credit Card 4008,Adobe,Online Services,,-19.99
11/21/2024,Credit Card 2004,Cold Stone Creamery,Restaurants,,-9.32
11/21/2024,Credit Card 2004,Tea Mansion Inc 0000fairfax Va,Restaurants,,-76.76
11/21/2024,Credit Card 2004,Bath & Body Works,Personal Care,,-12.61
11/21/2024,Credit Card 2637,Costco,General Merchandise,,-250.23
11/21/2024,Credit Card 2637,Abc*the Fitness Equation,Personal Care,,-75
11/21/2024,Checking 2300,Online Transfer From Person One Everyday Checking Xxxxxx4690 Ref #ib0qbxbqsb On 11/21/24,Transfers,,1000
11/21/2024,Credit Card 2004,Uber Eats,Restaurants,,-84.15
11/21/2024,Credit Card 2004,Havingrecords Lanham Md,Clothing/Shoes,,-38.69
11/21/2024,Checking 4690,Online Transfer To Person One Everyday Checking Xxxxxxxxx2300 Ref #ib0qbxbqsb On 11/21/24,Transfers,,-1000
11/21/2024,Checking 4690,"General Dynamics Information Technology, Inc",Deposits,,5622.66
11/21/2024,Brokerage IRA,Usd - Us Dollars And Money Fund Sweeps,Transfers,,0.01
11/21/2024,Brokerage IRA,Scco - Southern Copper Corp,Dividends Received (tax-advantaged),,59.5
11/20/2024,Credit Card 2637,Safeway,Groceries,,-187.49
11/20/2024,Credit Card 4008,Microsoft,Online Services,,-148.6
11/20/2024,Credit Card 2004,Uber Eats,Restaurants,,-76.03
11/20/2024,Credit Card 2004,Amazon Prime Video,Entertainment,,-9.99
11/20/2024,Credit Card 2004,Tropical Smoothie Cafe,Restaurants,,-7.2
11/20/2024,Credit Card 2637,Giant Food,Groceries,,-42.47
11/20/2024,Brokerage IRA,Cat - Caterpillar Inc,Dividends Received (tax-advantaged),,35.25
11/20/2024,Checking 2637,Patreon,Dues & Subscriptions,,-5
11/20/2024,Checking 2300,Overdraft Protection Xfer From Dep Act,Transfers,,32
11/20/2024,Checking 2300,Jpmorgan Chase Bank,Transfers,,-1937.3
11/20/2024,Savings 9667,Overdraft Protection Xfer To Checking,Transfers,,-32
11/19/2024,Credit Card 2637,Waffle House,Restaurants,,-30.2
11/19/2024,Credit Card 2637,Loudoun County Public Schools,Education,,-35
11/19/2024,Credit Card 2637,Sq *torres Transportation,Travel,,-220
11/19/2024,Checking 2637,Helheim Scans Iat Paypal Xxxxxx Xxxxxxxxx7096 Person One,Transfers,,-22.36
11/19/2024,Checking 2300,Safe Box Annual Fee Va-wbaxx053-w0061,Service Charges/Fees,,-10
11/19/2024,Checking 4690,American Express,Credit Card Payments,,-1805.91
11/19/2024,Credit Card 2004,Aarp,Child/Dependent,,-16
11/18/2024,Credit Card 2637,Zaxby's,Restaurants,,-61.13
11/18/2024,Credit Card 2637,Starbucks,Restaurants,,-9.4
11/18/2024,Credit Card 2637,Payment Thank You - 2nd A,Transfers,,1937.3
11/18/2024,Credit Card 2637,Madison Chop House Grille,Restaurants,,-222.53
11/18/2024,Credit Card 2637,Amazon Marketplace,General Merchandise,,18.71
11/18/2024,Credit Card 2637,Amazon Marketplace,General Merchandise,,21.69
11/18/2024,Credit Card 2637,Amazon Marketplace,General Merchandise,,26.03
11/18/2024,Credit Card 2637,Amazon Marketplace,General Merchandise,,19.03
11/18/2024,Credit Card 2637,Target,General Merchandise,,-159.02
11/18/2024,Credit Card 2004,Uber Eats,Restaurants,,-47.52
11/18/2024,Credit Card 2004,Fairfield Inn,Travel,,-199.8
11/18/2024,Credit Card 2004,Fairfield Inn,Travel,,-4
11/18/2024,Credit Card 2004,Mobile Payment - Thank You,Credit Card Payments,,1805.91
11/18/2024,Credit Card 2004,Tropical Smoothie Cafe,Restaurants,,-6.88
11/18/2024,Credit Card 2004,Wegmans,Groceries,,-48.1
11/18/2024,Credit Card 4300,Interest Charged To Standard Purch,Service Charges/Fees,,-2.44
11/18/2024,Credit Card 4300,Late Fee - Oct Payment Past Due,Service Charges/Fees,,-41
11/18/2024,Checking 2637,Paypal Inst Xfer Xx1116 Gamingfunds Person One,Transfers,,-25
11/18/2024,Checking 2637,Online Transfer From Person One Everyday Checking Xxxxxxxxx2300 Ref #ib0q9mmncw On 11/17/24,Transfers,,45
